0 0.0 210.00 -440.00
1 0.0 380.00 -670.00
2 0.0 430.00 -820.00
3 0.0 520.00 -350.00
4 0.0 550.00 -470.00
5 0.0 850.00 -530.00
6 0.0 631.06 -738.89
7 0.0 635.72 -756.07
8 0.0 325.91 -835.68
9 0.0 382.68 -967.66
10 0.0 316.67 -805.34
11 0.0 557.22 -615.75
12 0.0 572.85 -611.02
13 0.0 586.12 -602.80
14 0.0 520.03 -363.10
15 0.0 351.88 -403.02
16 0.0 311.46 -440.56
17 0.0 465.41 -355.35
18 0.0 493.27 -346.73
19 0.0 552.59 -482.85
20 0.0 574.41 -553.84
21 0.0 314.15 -786.10
22 0.0 582.98 -611.30
23 0.0 458.34 -649.00
24 0.0 443.82 -653.38
25 0.0 308.94 -768.97
26 0.0 557.86 -467.82
27 0.0 825.08 -465.87
28 0.0 859.74 -558.06
29 0.0 863.80 -571.73
30 0.0 868.26 -586.73
31 0.0 658.87 -842.44
32 0.0 654.46 -827.80
33 0.0 602.99 -771.59
34 0.0 588.95 -775.96
35 0.0 559.12 -784.80
36 0.0 621.57 -707.49
37 0.0 621.07 -895.47
38 0.0 309.03 -780.31
39 0.0 304.48 -765.30
40 0.0 299.48 -748.87
41 0.0 601.04 -650.11
42 0.0 582.19 -589.49
43 0.0 577.78 -575.38
44 0.0 573.22 -560.79
45 0.0 350.28 -557.88
46 0.0 354.98 -573.54
47 0.0 340.32 -871.93
48 0.0 346.20 -891.11
49 0.0 359.23 -933.63
50 0.0 191.28 -411.94
51 0.0 531.43 -337.30
52 0.0 516.93 -342.81
53 0.0 922.74 -413.59
54 0.0 834.46 -428.67
55 0.0 915.63 -641.46
6 1.0 628.66 -731.01
7 1.0 633.89 -748.22
8 1.0 328.02 -842.62
9 1.0 391.39 -965.07
10 1.0 318.81 -812.62
11 1.0 550.21 -617.87
12 1.0 565.95 -613.11
13 1.0 583.90 -607.39
14 1.0 520.48 -371.22
15 1.0 361.16 -400.33
16 1.0 313.88 -448.48
17 1.0 455.26 -358.49
18 1.0 484.01 -349.59
19 1.0 550.03 -475.11
20 1.0 572.02 -546.22
21 1.0 311.81 -778.48
22 1.0 582.98 -611.30
23 1.0 464.32 -647.19
24 1.0 450.50 -651.36
25 1.0 306.73 -761.71
26 1.0 557.86 -467.82
27 1.0 818.04 -464.56
28 1.0 858.04 -552.32
29 1.0 862.30 -566.68
30 1.0 866.12 -579.55
31 1.0 660.57 -848.21
32 1.0 656.39 -834.23
33 1.0 609.16 -769.69
34 1.0 595.28 -774.02
35 1.0 567.59 -782.32
36 1.0 619.08 -699.23
37 1.0 627.66 -893.44
38 1.0 311.00 -786.75
39 1.0 306.41 -771.67
40 1.0 301.53 -755.61
41 1.0 603.21 -657.14
42 1.0 583.82 -594.69
43 1.0 579.62 -581.27
44 1.0 575.14 -566.93
45 1.0 348.26 -550.71
46 1.0 352.74 -566.33
47 1.0 338.20 -865.00
48 1.0 343.63 -882.73
49 1.0 356.66 -925.26
50 1.0 194.40 -419.29
51 1.0 526.47 -338.74
52 1.0 516.51 -347.08
53 1.0 922.74 -413.59
54 1.0 835.83 -422.49
55 1.0 911.41 -637.55
6 2.0 626.11 -722.58
7 2.0 631.29 -739.64
8 2.0 330.33 -850.19
9 2.0 399.80 -962.57
10 2.0 321.09 -820.39
11 2.0 542.94 -620.07
12 2.0 559.33 -615.11
13 2.0 578.18 -609.41
14 2.0 520.98 -380.53
15 2.0 371.36 -397.36
16 2.0 316.02 -455.46
17 2.0 444.90 -361.58
18 2.0 473.82 -352.75
19 2.0 547.53 -467.47
20 2.0 569.34 -537.63
21 2.0 309.60 -771.18
22 2.0 582.98 -611.30
23 2.0 470.79 -645.23
24 2.0 456.50 -649.56
25 2.0 304.40 -754.06
26 2.0 557.86 -467.82
27 2.0 810.44 -465.57
28 2.0 856.19 -546.09
29 2.0 860.53 -560.71
30 2.0 864.68 -574.68
31 2.0 662.40 -854.48
32 2.0 658.00 -839.54
33 2.0 615.97 -767.64
34 2.0 601.60 -772.02
35 2.0 575.43 -780.02
36 2.0 616.88 -691.91
37 2.0 633.66 -891.58
38 2.0 313.14 -793.74
39 2.0 308.38 -778.20
40 2.0 303.83 -763.18
41 2.0 605.00 -663.13
42 2.0 585.28 -599.36
43 2.0 581.28 -586.56
44 2.0 576.85 -572.42
45 2.0 346.46 -544.36
46 2.0 350.57 -558.90
47 2.0 336.11 -858.19
48 2.0 341.22 -874.85
49 2.0 354.17 -917.11
50 2.0 196.06 -423.14
51 2.0 521.48 -340.51
52 2.0 516.55 -353.33
53 2.0 922.74 -413.59
54 2.0 837.32 -415.75
55 2.0 906.72 -633.21
6 3.0 623.71 -714.61
7 3.0 628.69 -731.10
8 3.0 332.53 -857.38
9 3.0 408.01 -960.14
10 3.0 323.43 -827.83
11 3.0 536.07 -622.15
12 3.0 551.34 -617.53
13 3.0 570.68 -611.68
14 3.0 521.44 -388.85
15 3.0 380.47 -394.72
16 3.0 318.24 -462.71
17 3.0 433.26 -361.69
18 3.0 463.12 -352.71
19 3.0 545.03 -459.72
20 3.0 566.90 -529.83
