0 0.0 210.00 -440.00
1 0.0 380.00 -670.00
2 0.0 430.00 -820.00
3 0.0 520.00 -350.00
4 0.0 550.00 -470.00
5 0.0 850.00 -530.00
6 0.0 629.12 -763.71
7 0.0 621.93 -765.85
8 0.0 329.77 -848.37
9 0.0 383.40 -967.44
10 0.0 316.40 -804.47
11 0.0 555.75 -321.84
12 0.0 474.68 -345.78
13 0.0 527.54 -328.43
14 0.0 586.04 -602.32
15 0.0 581.86 -588.44
16 0.0 573.28 -561.00
17 0.0 501.40 -362.31
18 0.0 362.37 -399.97
19 0.0 340.81 -406.24
20 0.0 492.59 -635.30
21 0.0 577.55 -574.64
22 0.0 313.74 -447.99
23 0.0 447.39 -360.84
24 0.0 524.14 -352.87
25 0.0 561.10 -510.24
26 0.0 578.12 -565.73
27 0.0 636.39 -756.60
28 0.0 445.11 -881.97
29 0.0 404.71 -748.07
30 0.0 317.24 -796.21
31 0.0 549.60 -621.39
32 0.0 425.37 -658.96
33 0.0 411.15 -663.26
34 0.0 312.06 -779.27
35 0.0 328.68 -833.80
36 0.0 389.81 -666.39
37 0.0 566.74 -616.21
38 0.0 557.86 -467.82
39 0.0 835.08 -484.47
40 0.0 859.43 -557.01
41 0.0 863.57 -570.94
42 0.0 867.67 -584.75
43 0.0 919.36 -422.57
44 0.0 775.55 -387.90
45 0.0 476.44 -366.35
46 0.0 658.58 -841.48
47 0.0 654.39 -827.58
48 0.0 596.15 -773.74
49 0.0 581.65 -778.17
50 0.0 374.69 -674.16
51 0.0 317.65 -691.55
52 0.0 438.92 -850.84
53 0.0 489.58 -932.34
54 0.0 624.64 -717.70
55 0.0 605.13 -900.36
56 0.0 293.67 -729.80
57 0.0 289.30 -715.43
58 0.0 288.33 -698.29
59 0.0 531.48 -476.07
60 0.0 545.79 -474.62
61 0.0 553.42 -485.21
62 0.0 595.98 -633.81
63 0.0 568.47 -545.58
64 0.0 563.17 -528.51
65 0.0 558.79 -513.72
66 0.0 351.12 -560.82
67 0.0 355.73 -575.96
68 0.0 401.67 -727.26
69 0.0 591.38 -618.96
70 0.0 363.54 -601.48
71 0.0 342.82 -880.07
72 0.0 347.54 -895.49
73 0.0 358.56 -931.46
74 0.0 188.72 -405.61
75 0.0 208.93 -427.28
76 0.0 318.79 -453.58
77 0.0 326.16 -477.57
78 0.0 527.00 -338.58
79 0.0 519.88 -402.63
80 0.0 922.74 -413.59
81 0.0 830.13 -470.10
82 0.0 917.13 -642.85
83 0.0 935.77 -659.82
84 0.0 965.76 -533.65
85 0.0 822.74 -401.67
6 1.0 630.78 -763.00
7 1.0 621.93 -765.85
8 1.0 331.98 -855.57
9 1.0 392.63 -964.70
10 1.0 318.79 -812.54
11 1.0 546.02 -323.19
12 1.0 463.36 -349.29
13 1.0 517.49 -332.17
14 1.0 584.13 -607.28
15 1.0 583.68 -594.25
16 1.0 574.94 -566.28
17 1.0 510.78 -359.84
18 1.0 371.90 -397.21
19 1.0 350.91 -403.30
20 1.0 484.61 -637.71
21 1.0 579.48 -580.82
22 1.0 316.13 -455.80
23 1.0 436.35 -360.78
24 1.0 526.50 -345.90
25 1.0 558.83 -502.57
26 1.0 575.56 -557.54
27 1.0 634.05 -748.75
28 1.0 447.24 -888.95
29 1.0 406.89 -755.40
30 1.0 315.00 -788.89
31 1.0 557.67 -618.95
32 1.0 431.97 -656.96
33 1.0 416.82 -661.55
34 1.0 309.85 -772.01
35 1.0 326.16 -825.84
36 1.0 389.81 -666.39
37 1.0 574.01 -614.01
38 1.0 557.86 -467.82
39 1.0 833.12 -478.08
40 1.0 857.64 -550.96
41 1.0 862.06 -565.85
42 1.0 866.13 -579.57
43 1.0 919.36 -422.57
44 1.0 785.13 -389.98
45 1.0 485.73 -363.60
46 1.0 660.52 -848.04
47 1.0 655.89 -832.57
48 1.0 602.17 -771.84
49 1.0 588.24 -776.17
50 1.0 374.69 -674.16
51 1.0 324.83 -689.37
52 1.0 437.08 -844.86
53 1.0 482.59 -934.50
54 1.0 622.31 -709.95
55 1.0 611.46 -898.42
56 1.0 295.69 -736.43
57 1.0 291.31 -722.05
58 1.0 286.32 -704.54
59 1.0 524.56 -478.18
60 1.0 538.79 -474.28
61 1.0 551.39 -480.36
62 1.0 598.02 -640.38
63 1.0 570.49 -552.05
64 1.0 565.49 -536.05
65 1.0 560.69 -520.13
66 1.0 349.23 -554.16
67 1.0 353.48 -568.72
68 1.0 399.62 -720.59
69 1.0 593.22 -624.91
70 1.0 361.58 -594.96
71 1.0 340.78 -873.42
72 1.0 345.55 -888.98
73 1.0 355.99 -923.06
74 1.0 191.31 -412.01
75 1.0 202.27 -421.42
76 1.0 316.38 -445.69
77 1.0 323.81 -469.95
78 1.0 521.89 -340.35
79 1.0 522.56 -410.78
80 1.0 922.74 -413.59
81 1.0 827.39 -464.35
82 1.0 912.38 -638.45
83 1.0 930.01 -654.80
84 1.0 967.98 -541.34
85 1.0 830.84 -404.34
6 2.0 633.49 -761.37
7 2.0 623.51 -765.37
8 2.0 334.43 -863.58
9 2.0 401.91 -961.95
10 2.0 321.01 -820.14
